canonical_player_id,canonical_player_name,display_player_name,dismissal_bucket,count,scope,total_dismissals,pct,dismissal_order
raw_daca9c8e_5540_4ba8_b89d_97651d99a195,Ben Worrall,Ben Worrall,Caught,10,player,17,58.8235294117647,1
raw_daca9c8e_5540_4ba8_b89d_97651d99a195,Ben Worrall,Ben Worrall,Bowled,3,player,17,17.647058823529413,2
raw_daca9c8e_5540_4ba8_b89d_97651d99a195,Ben Worrall,Ben Worrall,LBW,2,player,17,11.764705882352942,3
raw_daca9c8e_5540_4ba8_b89d_97651d99a195,Ben Worrall,Ben Worrall,Run out,2,player,17,11.764705882352942,4
raw_5881dfa3_a530_43bd_a3f2_ec58037e193a,Benjamin Brown,Benjamin Brown,Caught,10,player,20,50.0,1
raw_5881dfa3_a530_43bd_a3f2_ec58037e193a,Benjamin Brown,Benjamin Brown,Bowled,5,player,20,25.0,2
raw_5881dfa3_a530_43bd_a3f2_ec58037e193a,Benjamin Brown,Benjamin Brown,LBW,3,player,20,15.0,3
raw_5881dfa3_a530_43bd_a3f2_ec58037e193a,Benjamin Brown,Benjamin Brown,Run out,2,player,20,10.0,4
raw_430e84c9_0a50_4362_b8f1_a5a51bc44ac5,Benjamin Bullimore,Benjamin Bullimore,Caught,4,player,6,66.66666666666667,1
raw_af1e95e9_3124_4bbc_bd54_4756840537e8,Benjamin Bullimore,Benjamin Bullimore,Caught,3,player,4,75.0,1
raw_430e84c9_0a50_4362_b8f1_a5a51bc44ac5,Benjamin Bullimore,Benjamin Bullimore,Bowled,1,player,6,16.666666666666668,2
raw_430e84c9_0a50_4362_b8f1_a5a51bc44ac5,Benjamin Bullimore,Benjamin Bullimore,LBW,1,player,6,16.666666666666668,3
raw_af1e95e9_3124_4bbc_bd54_4756840537e8,Benjamin Bullimore,Benjamin Bullimore,Stumped,1,player,4,25.0,5
raw_b2cedc68_089b_4c05_9a04_67d9dda8acfe,Benjamin James,Benjamin James,Caught,31,player,55,56.36363636363637,1
raw_b2cedc68_089b_4c05_9a04_67d9dda8acfe,Benjamin James,Benjamin James,Bowled,17,player,55,30.90909090909091,2
raw_b2cedc68_089b_4c05_9a04_67d9dda8acfe,Benjamin James,Benjamin James,LBW,5,player,55,9.090909090909092,3
raw_b2cedc68_089b_4c05_9a04_67d9dda8acfe,Benjamin James,Benjamin James,Run out,2,player,55,3.6363636363636362,4
raw_bf0368d4_e355_4aaf_928e_70dbac09a492,Benjamin Kennedy,Benjamin Kennedy,Caught,17,player,25,68.0,1
raw_bf0368d4_e355_4aaf_928e_70dbac09a492,Benjamin Kennedy,Benjamin Kennedy,Bowled,2,player,25,8.0,2
raw_bf0368d4_e355_4aaf_928e_70dbac09a492,Benjamin Kennedy,Benjamin Kennedy,LBW,2,player,25,8.0,3
raw_bf0368d4_e355_4aaf_928e_70dbac09a492,Benjamin Kennedy,Benjamin Kennedy,Run out,3,player,25,12.0,4
raw_bf0368d4_e355_4aaf_928e_70dbac09a492,Benjamin Kennedy,Benjamin Kennedy,Stumped,1,player,25,4.0,5
raw_cb6f7c36_2dd7_4df3_82a9_542d7be86b85,Benjamin O'Rourke,Benjamin O'Rourke,Other,2,player,2,100.0,6
raw_fc234a73_9671_4989_b3d9_6e740af125a7,Benjamin Stewart,Benjamin Stewart,Caught,1,player,4,25.0,1
raw_fc234a73_9671_4989_b3d9_6e740af125a7,Benjamin Stewart,Benjamin Stewart,Bowled,1,player,4,25.0,2
raw_fc234a73_9671_4989_b3d9_6e740af125a7,Benjamin Stewart,Benjamin Stewart,LBW,1,player,4,25.0,3
raw_fc234a73_9671_4989_b3d9_6e740af125a7,Benjamin Stewart,Benjamin Stewart,Stumped,1,player,4,25.0,5
raw_82dc6ea1_d58e_4628_9eff_1940c0844976,Benjamin Weger,Benjamin Weger,Caught,2,player,7,28.571428571428573,1
raw_82dc6ea1_d58e_4628_9eff_1940c0844976,Benjamin Weger,Benjamin Weger,Bowled,5,player,7,71.42857142857143,2
raw_d92806d2_3ce2_4e52_8d4d_e9b13e2b178f,Billy Anderson,Billy Anderson,Caught,4,player,9,44.44444444444444,1
raw_d92806d2_3ce2_4e52_8d4d_e9b13e2b178f,Billy Anderson,Billy Anderson,Bowled,4,player,9,44.44444444444444,2
raw_d92806d2_3ce2_4e52_8d4d_e9b13e2b178f,Billy Anderson,Billy Anderson,Run out,1,player,9,11.11111111111111,4
raw_94361b55_4f13_4e69_9481_ef7c04feb35b,Billy Rowston,Billy Rowston,Caught,2,player,3,66.66666666666667,1
raw_a2c2370d_9af1_428f_8d18_b5e964a9f1f7,Billy Rowston,Billy Rowston,Caught,3,player,9,33.333333333333336,1
raw_94361b55_4f13_4e69_9481_ef7c04feb35b,Billy Rowston,Billy Rowston,Bowled,1,player,3,33.333333333333336,2
raw_a2c2370d_9af1_428f_8d18_b5e964a9f1f7,Billy Rowston,Billy Rowston,Bowled,5,player,9,55.55555555555556,2
raw_a2c2370d_9af1_428f_8d18_b5e964a9f1f7,Billy Rowston,Billy Rowston,LBW,1,player,9,11.11111111111111,3
raw_6d74dd55_51cb_45b4_842c_acf29683689d,Billy Wilson,Billy Wilson,Bowled,1,player,1,100.0,2
raw_488dc6f7_fc5d_4e76_af8c_823d5c880e20,Binath Jayaweera,Binath Jayaweera,Caught,9,player,27,33.333333333333336,1
raw_488dc6f7_fc5d_4e76_af8c_823d5c880e20,Binath Jayaweera,Binath Jayaweera,Bowled,13,player,27,48.148148148148145,2
raw_488dc6f7_fc5d_4e76_af8c_823d5c880e20,Binath Jayaweera,Binath Jayaweera,LBW,1,player,27,3.7037037037037037,3
raw_488dc6f7_fc5d_4e76_af8c_823d5c880e20,Binath Jayaweera,Binath Jayaweera,Run out,2,player,27,7.407407407407407,4
raw_488dc6f7_fc5d_4e76_af8c_823d5c880e20,Binath Jayaweera,Binath Jayaweera,Stumped,2,player,27,7.407407407407407,5
raw_9e94ffaf_f590_4ada_a20a_01e91f118856,Blake Aldridge,Blake Aldridge,Bowled,4,player,8,50.0,2
raw_9e94ffaf_f590_4ada_a20a_01e91f118856,Blake Aldridge,Blake Aldridge,Run out,1,player,8,12.5,4
raw_9e94ffaf_f590_4ada_a20a_01e91f118856,Blake Aldridge,Blake Aldridge,Other,3,player,8,37.5,6
raw_7b3860d9_3b27_42f4_94e5_41cb9e6e2da5,Blake Willemer,Blake Willemer,Caught,8,player,12,66.66666666666667,1
raw_7b3860d9_3b27_42f4_94e5_41cb9e6e2da5,Blake Willemer,Blake Willemer,Bowled,2,player,12,16.666666666666668,2
raw_7b3860d9_3b27_42f4_94e5_41cb9e6e2da5,Blake Willemer,Blake Willemer,LBW,1,player,12,8.333333333333334,3
raw_7b3860d9_3b27_42f4_94e5_41cb9e6e2da5,Blake Willemer,Blake Willemer,Run out,1,player,12,8.333333333333334,4
raw_f1f066c6_f8f5_4b1f_82d9_f43041bebe43,Boyd Neilson,Boyd Neilson,Caught,3,player,12,25.0,1
raw_f1f066c6_f8f5_4b1f_82d9_f43041bebe43,Boyd Neilson,Boyd Neilson,Bowled,6,player,12,50.0,2
raw_f1f066c6_f8f5_4b1f_82d9_f43041bebe43,Boyd Neilson,Boyd Neilson,Run out,1,player,12,8.333333333333334,4
raw_f1f066c6_f8f5_4b1f_82d9_f43041bebe43,Boyd Neilson,Boyd Neilson,Stumped,2,player,12,16.666666666666668,5
raw_37433398_d988_4611_a1a9_3ceca172155c,Brad Bennett,Brad Bennett,Caught,20,player,30,66.66666666666667,1
raw_37433398_d988_4611_a1a9_3ceca172155c,Brad Bennett,Brad Bennett,Bowled,1,player,30,3.3333333333333335,2
raw_37433398_d988_4611_a1a9_3ceca172155c,Brad Bennett,Brad Bennett,LBW,7,player,30,23.333333333333332,3
raw_37433398_d988_4611_a1a9_3ceca172155c,Brad Bennett,Brad Bennett,Run out,1,player,30,3.3333333333333335,4
raw_37433398_d988_4611_a1a9_3ceca172155c,Brad Bennett,Brad Bennett,Other,1,player,30,3.3333333333333335,6
raw_7577b56a_09e3_4a58_8288_d5e8f8dd3853,Bradley Bennett,Bradley Bennett,Caught,15,player,21,71.42857142857143,1
raw_7577b56a_09e3_4a58_8288_d5e8f8dd3853,Bradley Bennett,Bradley Bennett,Bowled,1,player,21,4.761904761904762,2
raw_7577b56a_09e3_4a58_8288_d5e8f8dd3853,Bradley Bennett,Bradley Bennett,LBW,2,player,21,9.523809523809524,3
raw_7577b56a_09e3_4a58_8288_d5e8f8dd3853,Bradley Bennett,Bradley Bennett,Run out,3,player,21,14.285714285714286,4
raw_49a37245_3bc1_4745_98c3_bed774f7edac,Bradley Dewaal,Bradley Dewaal,Caught,34,player,63,53.96825396825397,1
raw_49a37245_3bc1_4745_98c3_bed774f7edac,Bradley Dewaal,Bradley Dewaal,Bowled,13,player,63,20.634920634920636,2
raw_49a37245_3bc1_4745_98c3_bed774f7edac,Bradley Dewaal,Bradley Dewaal,LBW,12,player,63,19.047619047619047,3
raw_49a37245_3bc1_4745_98c3_bed774f7edac,Bradley Dewaal,Bradley Dewaal,Run out,1,player,63,1.5873015873015872,4
raw_49a37245_3bc1_4745_98c3_bed774f7edac,Bradley Dewaal,Bradley Dewaal,Stumped,3,player,63,4.761904761904762,5
raw_36d6a20f_1a6e_494d_973d_901cf14a7dc7,Bradley Ross,Bradley Ross,Caught,5,player,6,83.33333333333333,1
raw_36d6a20f_1a6e_494d_973d_901cf14a7dc7,Bradley Ross,Bradley Ross,Bowled,1,player,6,16.666666666666668,2
raw_19f4088d_be49_498e_9a49_f3934043359b,Bradley Sibbons,Bradley Sibbons,Caught,3,player,8,37.5,1
raw_19f4088d_be49_498e_9a49_f3934043359b,Bradley Sibbons,Bradley Sibbons,Bowled,4,player,8,50.0,2
raw_19f4088d_be49_498e_9a49_f3934043359b,Bradley Sibbons,Bradley Sibbons,Stumped,1,player,8,12.5,5
raw_25a06c2a_bd16_45d5_b4a9_06511381ba94,Bradley Wyatt,Bradley Wyatt,Caught,27,player,64,42.1875,1
raw_25a06c2a_bd16_45d5_b4a9_06511381ba94,Bradley Wyatt,Bradley Wyatt,Bowled,18,player,64,28.125,2
raw_25a06c2a_bd16_45d5_b4a9_06511381ba94,Bradley Wyatt,Bradley Wyatt,LBW,15,player,64,23.4375,3
raw_25a06c2a_bd16_45d5_b4a9_06511381ba94,Bradley Wyatt,Bradley Wyatt,Run out,4,player,64,6.25,4
raw_4d53045a_4123_48c5_93ac_0390a8b0d11e,Brady Bevan,Brady Bevan,Caught,10,player,28,35.714285714285715,1
raw_4d53045a_4123_48c5_93ac_0390a8b0d11e,Brady Bevan,Brady Bevan,Bowled,10,player,28,35.714285714285715,2
raw_4d53045a_4123_48c5_93ac_0390a8b0d11e,Brady Bevan,Brady Bevan,Run out,1,player,28,3.5714285714285716,4
raw_4d53045a_4123_48c5_93ac_0390a8b0d11e,Brady Bevan,Brady Bevan,Other,7,player,28,25.0,6
raw_35757bca_acac_4540_a3c3_9ee2432a40ef,Braiden Windle,Braiden Windle,Caught,1,player,4,25.0,1
raw_35757bca_acac_4540_a3c3_9ee2432a40ef,Braiden Windle,Braiden Windle,Bowled,2,player,4,50.0,2
raw_35757bca_acac_4540_a3c3_9ee2432a40ef,Braiden Windle,Braiden Windle,Run out,1,player,4,25.0,4
raw_2bdebedd_e992_4e5f_9274_b8701a090eed,Brandon Germain,Brandon Germain,Bowled,7,player,10,70.0,2
raw_2bdebedd_e992_4e5f_9274_b8701a090eed,Brandon Germain,Brandon Germain,Run out,3,player,10,30.0,4
raw_a367d1bf_f7f0_4880_8308_7934933255f4,Brandon Keane,Brandon Keane,Caught,1,player,7,14.285714285714286,1
raw_a367d1bf_f7f0_4880_8308_7934933255f4,Brandon Keane,Brandon Keane,Bowled,4,player,7,57.142857142857146,2
